Review,Rating
Biryani taste is awesome and delivery also on time but sometimes when I order I get worst Biryani..it looks like I got someone's leftover Biryani...,1
"Here is one of the best buffet places for team lunch in Gachibowli area. This colourful place is so hospitable that you will just go muahhhh...

Ambience is quite good and has optimum free space. This place seems to be set up for team lunches only 😂. The menu present is splendid and too many items are there that you won't be able to taste each and every item(I don't even remember all the names!!!!

Starters are mouth watering (as I write), may it be veg or non veg. To begin, start with chaat counter which has a conveyor belt with plates arranged on it, this section includes sushi, golgappa, aamras shot, etc. This is self served so stop being lazy and go satiate your mouth watering taste buds!!

Delicious Starters are served on your table. The one of the attraction is the pizza oven!! You can be your own chef and try making a pizza of your choice and yeah you also get a Master Chef Certificate 😛( Hoping you may use it in your resume). Main course also has some delicacies worth trying. I am not naming any because I was having foodgasm that I hardly cared to read names.

Desserts ahhahahhhaa!!!
You have good number of options of pastries and ice creams and indian sweets. I had gulaab jamun, halwa, pastries and Pan Ice cream(which is highly praised here)!!!

The ice creams are instantly prepared using liquid nitrogen and is a treat to watch. You will also find hot jalebis and etc etc etc.

Only drawback is that during high incoming rush, staff is in a hurry and you can't have much leisure time!!!

I would suggest go and give it a try with your team or gang... I believe that you won't regret trying this fabulous place!!!

Section wise Ratings:

Ambience: 3.5/5
Staff: 3.5/5
Food: 4/5
Buffet items: 4.5/5
Overall: 4/5",2
not ggod,0
Biriyani taste is good but got 75 percentage of full spicy biriyani that too it was like one rice part is attached with another rice part with help of masala.... So please mention special request clearly in the comment session while ordering(example:need little spicy biriyani)..,1
Starters were very tastiest. Good place to choose and the ambience is amazing. I especially loved it. Sourav ismial had served us with pleasure.,2
ice cream was melted before it reached me and I didn't see dry ice pieces in it either service was too bad,0
Avg biryani. Can be a lot better. Ordered tadoori chicken as well and that is ordinary as well. There are much better places to go with in this place,1
"Best Restaurant with great food, Satyajit & Team was fabulous....Must visit place...Starters are good...Need to improve in desserts especially icecreams.",2
"Ice cream was good , but it's totally got melt as delivery boy took a lot of time to reach. He mentioned it as delivered as soon as he picked order. He took nearly 45 minutes to come.",0
"Ordered mutton Biriyani and Kebab from this restaurant, Biriyani was good but kebab was average. Hope they improve the quality of Kebab. Menu is pretty rich and price is also fair.",1
"Would have rated 6, +1 for the music, had it not played a Justin Bieber song! Awesome service, great food!
An waiter refused to take any tip!!!",2
"1.Half of ice cream spilled inside the package only..
2.I ordered Caremel sutra...But I got Brownie Ice cream
3.and I cream is in liquid. state like a milkshake....I did not expect this from cream stone at all...I have pic of them with me.",0
"Paneer biriyani is what i got delivered via eats. The biryani was not great, the quality of rice gave it away. The masala was not much too. Paneer was fine.",1
"Had a great time. Great service. Polite and professional. Starters are too good. Excellent main course.. Overall wonderful experience..
Satyajeet, Alok, Jayanth.. Team are excellent",2
"Order rajma in 200 rupees. Taste is not that good. and quantity is too less as per charges.

Too too much spicy, was not able to eat it without water.

If you cant cook properly better dont sell it.",0
